Vehicle Type,Avg VTAT,Avg CTAT,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method
Premier Sedan,5.0,27.4,743.0,12.08,4.8,4.8,0
Go Mini,5.5,35.4,379.0,36.56,3.3,4.6,2
eBike,12.0,36.9,248.0,25.61,3.9,4.1,3
Bike,14.3,35.2,903.0,49.32,4.9,4.6,1
Auto,14.6,43.7,597.0,5.57,4.2,4.2,0
Auto,4.2,37.2,712.0,15.15,4.3,4.5,3
Go Sedan,12.4,28.9,461.0,29.63,4.1,4.6,3
Bike,13.8,34.9,50.0,23.74,4.6,3.6,3
Go Sedan,12.5,29.8,406.0,7.75,3.7,4.9,2
Auto,12.8,21.0,1067.0,37.57,4.7,4.8,2
Go Mini,9.6,41.0,144.0,49.85,5.0,4.7,0
Go Mini,2.1,31.7,281.0,11.14,4.5,4.8,2
Uber XL,14.9,26.3,355.0,36.2,4.2,4.8,3
Go Mini,14.0,42.6,706.0,36.77,4.3,4.8,3
Bike,10.4,41.2,358.0,22.98,4.2,5.0,3
eBike,13.6,15.3,210.0,30.89,4.4,4.7,4
Premier Sedan,2.9,26.7,256.0,36.21,4.3,4.8,3
Go Sedan,5.3,26.7,602.0,6.81,3.1,4.3,1
Premier Sedan,4.8,29.3,406.0,18.23,4.9,4.6,0
Go Sedan,8.7,27.1,325.0,34.36,4.7,3.7,0
Auto,3.8,21.8,398.0,21.5,4.2,4.5,4
Bike,4.9,41.5,982.0,15.88,4.2,4.6,0
Bike,6.3,20.0,166.0,9.12,4.7,4.9,4
Auto,13.6,32.4,875.0,2.38,4.7,4.4,0
Premier Sedan,2.0,41.1,655.0,27.73,4.7,4.7,2
Auto,10.7,31.9,833.0,12.46,4.3,5.0,1
Auto,8.8,32.6,570.0,24.19,3.8,4.6,3
Bike,5.5,44.1,741.0,34.32,4.9,4.6,3
Go Sedan,14.7,43.7,800.0,18.34,5.0,4.5,3
Bike,12.4,28.1,383.0,13.95,3.8,4.1,3
Go Sedan,2.6,18.2,739.0,15.53,3.9,4.2,3
Auto,9.2,42.9,1082.0,20.98,4.5,4.6,0
Uber XL,2.1,29.7,397.0,41.96,4.1,4.3,0
Bike,13.4,33.9,604.0,45.63,4.9,3.9,0
Go Sedan,4.8,20.0,719.0,27.66,4.3,4.2,3
Go Sedan,11.2,33.6,187.0,27.63,4.2,4.2,3
Uber XL,12.6,24.3,476.0,36.53,4.1,4.0,2
Bike,7.6,21.6,153.0,27.81,4.7,4.2,1
Go Mini,12.3,43.8,1335.0,18.92,4.2,4.5,0
Bike,4.0,29.2,104.0,38.95,4.4,4.9,3
Premier Sedan,11.3,35.7,105.0,10.96,4.2,4.9,3
Go Mini,10.0,27.7,550.0,25.14,4.1,4.2,0
Go Sedan,2.3,22.1,146.0,5.1,4.3,3.8,0
Go Mini,5.9,39.7,997.0,11.77,4.3,5.0,3
Bike,12.5,16.3,80.0,26.69,4.1,4.6,3
Auto,3.0,21.2,285.0,46.31,3.7,4.9,3
Go Mini,11.8,44.1,882.0,23.14,4.6,4.6,0
Go Mini,7.1,25.0,357.0,27.69,4.2,4.6,4
Go Mini,9.9,39.1,1525.0,38.51,4.5,4.3,3
Go Mini,5.9,19.7,179.0,15.54,4.2,4.1,3
Go Sedan,10.2,18.1,57.0,46.93,4.6,4.2,3
Bike,9.6,38.2,798.0,37.22,4.4,4.8,3
Go Mini,6.1,20.3,706.0,24.1,4.3,3.2,3
Go Sedan,5.6,29.1,666.0,38.36,4.9,4.9,3
Auto,7.1,32.5,469.0,14.01,4.1,4.8,3
Auto,8.7,37.1,129.0,13.89,4.5,4.6,3
Go Mini,6.5,29.1,102.0,13.79,4.3,4.6,1
Premier Sedan,11.7,39.3,367.0,29.75,4.5,4.1,3
Go Sedan,10.8,31.0,396.0,6.45,4.3,5.0,0
Auto,2.9,28.7,848.0,19.04,4.9,4.9,3
Bike,3.2,32.6,660.0,27.49,4.5,4.6,3
Auto,12.0,18.2,279.0,11.2,4.3,4.4,3
eBike,2.0,35.6,239.0,20.6,4.3,4.9,3
Premier Sedan,2.1,30.5,1138.0,35.34,4.6,4.9,1
Go Mini,14.2,36.1,735.0,49.73,3.8,3.9,3
Go Mini,4.1,27.4,994.0,36.41,4.6,4.3,0
eBike,9.7,42.5,460.0,3.01,4.2,3.2,1
Bike,9.4,35.4,310.0,36.07,4.5,4.5,0
Go Mini,11.8,42.8,689.0,20.72,4.2,4.5,1
Auto,14.4,37.8,334.0,42.62,3.8,4.2,3
Go Sedan,6.2,28.3,199.0,27.52,4.3,3.8,3
Premier Sedan,9.0,23.3,1348.0,49.46,4.9,3.6,3
Auto,13.9,44.2,404.0,34.41,4.0,3.0,0
Bike,2.3,16.5,255.0,42.45,4.1,4.6,2
Premier Sedan,3.8,19.1,995.0,48.24,4.6,3.7,3
Auto,7.7,25.3,1235.0,20.09,4.4,4.5,0
Bike,11.5,30.3,1318.0,33.46,4.1,5.0,3
Go Mini,13.9,28.3,232.0,24.44,4.0,4.8,4
Go Mini,9.8,22.1,712.0,36.29,3.3,4.3,3
Auto,8.3,30.2,370.0,48.87,4.1,4.3,3
Bike,13.9,44.4,1399.0,2.63,4.2,4.9,0
Bike,3.4,33.5,911.0,17.26,3.9,4.7,1
Go Sedan,8.7,19.7,1465.0,42.23,4.3,4.6,0
Premier Sedan,14.1,31.3,1113.0,36.45,4.7,4.8,0
Go Mini,4.3,40.0,165.0,28.82,4.6,4.2,0
Go Mini,4.1,43.6,1535.0,15.61,4.8,5.0,1
Premier Sedan,5.0,37.2,992.0,5.4,4.1,4.5,3
Bike,9.0,36.7,100.0,16.34,4.9,4.2,3
Auto,4.5,37.9,468.0,31.93,4.6,4.8,0
Auto,8.5,15.5,160.0,44.96,4.0,4.0,0
Go Mini,11.0,31.6,1805.0,19.05,4.4,3.9,3
Auto,6.6,42.7,114.0,21.33,3.6,4.8,3
Go Mini,13.7,41.2,647.0,46.89,4.2,3.4,4
Premier Sedan,9.1,30.7,786.0,4.87,4.1,3.8,3
Premier Sedan,9.5,23.3,928.0,15.1,3.8,4.9,3
Go Mini,2.5,35.7,452.0,26.48,4.3,4.6,0
Go Mini,4.3,19.8,653.0,15.35,4.4,3.9,0
Auto,8.7,22.2,134.0,21.21,4.0,4.7,2
Premier Sedan,8.7,24.5,189.0,4.65,4.2,4.7,0
Auto,8.8,25.5,541.0,22.57,5.0,4.3,3
Bike,14.3,39.3,743.0,23.69,4.6,4.3,0
Go Mini,13.5,32.4,247.0,13.55,4.3,4.6,4
Go Mini,7.5,28.2,806.0,32.99,4.4,4.6,0
Premier Sedan,5.8,41.7,503.0,43.2,4.2,3.9,1
Premier Sedan,6.5,21.8,230.0,10.65,4.7,4.4,3
Go Mini,4.9,44.6,288.0,11.62,4.7,4.3,3
Premier Sedan,6.9,39.7,854.0,46.76,4.2,3.5,3
Go Sedan,3.9,33.1,93.0,28.55,4.9,5.0,2
Bike,11.1,16.3,453.0,26.94,5.0,4.3,0
Auto,4.6,35.9,387.0,26.56,4.9,4.5,1
eBike,2.5,27.4,543.0,14.82,3.2,4.9,3
Premier Sedan,5.0,44.4,893.0,10.78,4.0,4.2,0
Go Sedan,8.7,38.6,422.0,47.76,3.9,4.6,0
eBike,7.3,30.9,326.0,30.2,3.8,4.9,2
Go Sedan,8.7,39.8,479.0,21.32,4.8,5.0,3
Bike,2.8,31.7,369.0,49.25,4.2,4.1,0
eBike,14.0,38.7,857.0,7.6,4.4,4.0,1
Bike,5.7,19.9,479.0,27.11,4.6,4.9,0
Go Mini,8.7,27.2,502.0,24.51,4.4,4.8,1
Go Mini,9.6,18.2,142.0,35.36,4.6,4.3,0
Go Mini,7.8,32.8,194.0,7.14,3.9,4.7,3
Premier Sedan,4.0,36.0,652.0,3.93,4.0,4.6,3
Auto,4.6,15.4,475.0,28.46,4.3,4.9,1
eBike,5.5,39.1,515.0,32.94,4.2,4.9,0
Bike,9.5,26.1,195.0,29.94,4.2,4.7,3
Go Sedan,12.5,40.6,566.0,26.93,4.6,4.2,3
Go Sedan,5.5,26.7,120.0,30.59,4.3,4.3,3
Bike,8.7,21.8,85.0,17.46,3.6,3.7,3
Bike,7.0,21.2,328.0,36.28,3.8,4.9,3
Auto,10.6,40.4,369.0,36.84,5.0,4.2,3
Go Sedan,3.6,40.7,1034.0,10.0,4.3,4.3,4
Premier Sedan,12.0,28.6,226.0,23.25,4.3,3.3,0
Go Sedan,8.3,40.4,1114.0,6.28,3.7,4.3,1
Go Sedan,4.0,30.7,1179.0,39.82,4.1,4.3,3
Go Mini,2.1,30.8,475.0,14.09,4.4,4.3,3
Go Sedan,11.8,33.0,525.0,17.55,3.4,4.5,0
Premier Sedan,12.5,43.6,493.0,40.54,3.2,4.3,3
Go Sedan,4.9,27.3,970.0,47.27,3.9,4.6,3
Go Mini,4.5,23.5,397.0,25.77,5.0,3.7,3
Go Sedan,9.3,37.0,869.0,26.07,4.2,4.2,3
Auto,6.4,24.4,294.0,6.21,4.4,4.2,0
Go Mini,13.5,36.2,296.0,11.6,4.6,4.2,1
eBike,11.1,42.5,1068.0,12.16,4.6,4.6,3
Auto,5.7,29.5,182.0,6.81,4.2,4.0,0
Go Sedan,4.9,41.7,999.0,6.27,5.0,4.2,2
Auto,2.4,34.4,448.0,46.16,4.3,4.4,3
Go Sedan,5.6,31.9,696.0,46.11,3.7,4.6,0
Auto,5.0,21.9,407.0,3.21,4.4,3.8,3
Bike,9.1,22.0,282.0,44.91,4.4,4.2,1
Go Sedan,3.3,23.3,310.0,47.5,3.6,4.3,0
Auto,7.4,19.8,468.0,26.53,4.4,4.9,3
Go Sedan,4.4,41.3,624.0,23.08,4.2,4.6,3
Go Sedan,12.0,34.5,169.0,18.3,3.2,4.3,3
Premier Sedan,11.2,38.5,793.0,30.6,4.3,4.9,0
Bike,12.6,44.2,418.0,35.68,3.7,4.2,3
Auto,14.5,44.6,320.0,9.77,4.5,4.8,2
Auto,8.8,39.8,624.0,17.63,4.2,3.9,0
Auto,4.6,21.2,1015.0,15.28,4.6,3.6,3
Premier Sedan,5.1,21.0,513.0,10.51,3.0,4.6,3
Bike,5.9,29.2,265.0,33.09,4.2,4.3,3
Go Mini,7.7,31.8,417.0,29.15,3.7,4.1,3
Premier Sedan,10.4,15.3,289.0,48.29,4.4,4.7,1
Go Sedan,3.9,38.7,114.0,44.11,4.2,4.5,3
Premier Sedan,5.4,31.2,779.0,44.86,3.7,4.4,0
Auto,7.9,32.9,573.0,14.79,3.1,4.7,0
Go Mini,11.6,23.6,976.0,33.06,4.2,3.2,0
Premier Sedan,4.7,34.1,202.0,4.4,4.3,4.3,0
Bike,3.1,33.8,454.0,47.72,4.2,4.9,3
Go Mini,13.8,29.7,565.0,29.88,4.5,4.4,2
Premier Sedan,12.3,40.3,160.0,40.22,4.8,4.2,3
Premier Sedan,5.7,25.6,379.0,8.71,4.0,4.5,0
Auto,13.3,43.2,204.0,12.43,3.8,4.6,4
Go Sedan,6.7,43.2,392.0,13.7,4.3,5.0,0
Auto,8.5,39.5,304.0,26.87,4.6,4.8,3
Go Sedan,9.1,18.9,419.0,5.46,4.1,4.8,3
Bike,6.6,23.2,397.0,29.41,4.6,3.8,4
Auto,14.9,42.7,894.0,34.15,4.3,5.0,4
Auto,3.3,36.3,300.0,44.72,4.2,4.9,3
Go Sedan,4.1,24.7,498.0,41.84,4.6,4.4,3
Uber XL,5.2,25.9,213.0,12.58,4.1,4.6,3
Go Sedan,4.7,35.1,410.0,4.73,4.3,4.2,1
Go Mini,6.4,30.1,280.0,45.16,4.0,4.3,4
Auto,9.2,22.3,271.0,19.79,3.8,4.6,3
Go Sedan,13.2,15.6,1007.0,19.3,4.5,4.3,4
Auto,10.8,15.8,162.0,46.51,4.9,4.8,3
Premier Sedan,8.2,18.1,371.0,34.29,4.1,4.6,3
Go Mini,3.3,20.1,129.0,2.56,4.9,3.7,3
Auto,3.4,43.1,193.0,5.05,4.3,4.9,0
Auto,7.2,32.7,909.0,30.87,3.5,3.8,2
Bike,9.5,25.4,113.0,41.03,4.1,3.5,3
Auto,3.6,16.5,629.0,44.61,4.6,4.3,3
Go Sedan,2.7,28.7,365.0,47.92,4.3,3.1,3
Go Mini,8.4,28.1,485.0,48.11,3.8,4.4,0
Bike,9.5,43.9,455.0,31.99,4.6,4.9,3
Bike,2.5,26.6,259.0,8.83,4.3,4.6,0
eBike,2.8,24.2,446.0,25.56,4.1,4.9,3
Go Sedan,13.3,32.1,169.0,4.43,4.2,4.1,0
Go Mini,6.7,34.9,753.0,28.67,4.4,4.2,3
Go Sedan,4.7,34.9,228.0,29.52,4.2,4.6,1
Bike,5.7,16.2,450.0,37.69,4.7,4.3,3
Go Mini,5.0,30.1,300.0,2.97,3.2,5.0,1
Auto,8.6,27.3,312.0,15.75,4.3,4.8,3
Bike,10.8,35.5,428.0,42.34,4.2,3.4,3
Bike,10.9,19.9,1167.0,41.68,4.2,4.2,3
Auto,11.0,19.3,354.0,45.39,3.4,4.9,3
Auto,14.3,23.8,921.0,21.37,3.7,4.4,3
Go Sedan,8.4,42.5,280.0,29.08,4.2,4.8,3
Go Sedan,3.8,31.8,625.0,2.7,3.9,4.1,1
Auto,11.1,23.0,373.0,31.58,3.2,4.4,3
eBike,2.7,41.2,673.0,49.96,3.1,4.9,3
Go Sedan,2.8,20.0,208.0,35.1,4.6,5.0,3
Go Sedan,12.9,18.9,494.0,32.57,4.6,3.0,3
Go Sedan,8.1,28.8,114.0,46.05,4.4,5.0,3
Bike,13.9,25.0,1089.0,19.85,4.2,4.0,0
Premier Sedan,14.9,36.6,791.0,29.49,3.5,4.6,3
Go Mini,13.9,18.2,282.0,37.04,4.1,4.6,4
Go Sedan,2.1,42.6,596.0,20.37,4.2,4.8,3
Auto,9.3,16.9,856.0,11.02,4.6,5.0,3
Auto,14.0,25.4,1064.0,13.0,3.0,4.8,3
Go Mini,14.7,36.2,303.0,28.7,4.2,3.2,1
Go Mini,4.3,26.1,370.0,31.13,4.2,4.3,3
Go Sedan,5.9,36.9,699.0,12.12,4.4,4.3,3
Go Mini,4.2,44.4,344.0,35.88,4.2,4.8,3
Auto,9.5,19.1,82.0,13.28,3.9,4.9,3
Go Sedan,12.5,20.0,154.0,30.59,4.7,4.8,3
Auto,5.5,33.7,367.0,14.84,4.3,4.1,0
Auto,12.3,22.2,630.0,36.93,3.3,3.6,0
Go Mini,13.9,25.8,724.0,15.43,4.4,4.3,3
eBike,6.3,24.7,656.0,11.1,4.3,4.6,4
Premier Sedan,6.9,19.5,306.0,15.99,4.3,4.6,4
Go Sedan,10.4,44.5,419.0,34.76,4.6,3.7,3
Go Mini,13.0,27.7,141.0,11.52,5.0,3.7,1
Auto,3.5,40.1,98.0,23.75,4.6,4.8,2
Go Sedan,9.3,43.4,124.0,14.08,4.4,4.6,4
eBike,11.6,18.4,395.0,34.63,3.7,4.7,3
Go Sedan,4.4,23.7,198.0,30.23,4.4,4.5,3
Bike,14.9,32.8,1416.0,21.25,4.3,4.4,1
Go Mini,9.3,39.1,333.0,2.48,4.2,5.0,3
Bike,14.3,41.7,701.0,43.3,4.2,4.6,0
Auto,5.5,44.6,684.0,37.25,3.6,4.3,0
Bike,6.3,33.4,791.0,13.81,4.3,4.4,0
Auto,13.5,29.3,1306.0,45.75,4.8,5.0,4
Auto,2.5,19.5,396.0,6.19,4.4,4.3,3
Bike,5.3,22.6,453.0,7.16,4.8,4.8,3
Go Sedan,13.8,19.5,88.0,18.97,4.4,4.9,2
Go Mini,5.1,40.3,461.0,37.73,4.2,4.1,1
Premier Sedan,12.2,15.5,53.0,46.36,4.9,4.3,0
Bike,7.7,44.0,409.0,38.33,4.2,4.5,3
Auto,13.5,40.3,795.0,6.42,4.3,4.7,3
Go Sedan,3.2,31.8,253.0,43.96,4.3,4.5,3
Premier Sedan,5.6,43.1,408.0,4.84,4.7,4.3,0
Auto,6.0,35.0,102.0,18.02,4.8,4.9,0
Go Mini,11.9,32.6,445.0,16.58,4.3,4.6,3
Bike,9.7,25.8,356.0,28.3,4.6,4.9,4
Go Mini,12.0,19.0,395.0,32.07,4.5,4.1,3
Auto,5.0,31.8,180.0,32.22,4.6,3.9,3
Go Mini,12.9,33.8,963.0,39.52,3.9,4.2,4
Go Mini,2.8,30.5,497.0,30.68,4.3,4.2,4
eBike,8.2,26.4,391.0,19.88,3.4,4.2,3
Bike,8.5,42.6,160.0,29.73,4.2,4.9,3
Go Mini,6.6,17.9,227.0,22.21,4.3,4.6,4
Premier Sedan,12.3,18.8,478.0,49.6,4.6,4.3,3
Auto,11.0,17.7,977.0,45.89,4.7,4.6,3
Auto,6.0,36.1,149.0,15.22,4.4,4.6,3
Auto,6.1,37.3,387.0,3.01,4.6,4.3,3
Auto,14.4,22.6,491.0,5.61,3.8,4.3,4
Go Mini,8.6,25.0,947.0,19.15,4.3,4.2,3
Auto,10.2,16.2,648.0,9.77,4.1,4.0,3
Go Sedan,5.3,43.6,705.0,49.86,3.5,4.2,3
Go Sedan,6.4,29.9,361.0,14.05,4.5,4.9,3
Auto,9.0,38.4,150.0,16.45,4.9,5.0,1
Bike,2.3,35.8,585.0,44.06,5.0,4.9,3
Uber XL,11.2,32.1,451.0,37.62,4.2,4.5,2
Premier Sedan,15.0,16.2,866.0,23.18,4.2,4.2,1
Go Mini,11.4,36.1,1035.0,24.09,4.2,5.0,0
Auto,8.7,28.6,836.0,34.89,3.8,4.8,0
Go Sedan,13.1,26.7,126.0,29.79,4.7,4.1,3
Go Sedan,8.9,23.5,853.0,32.95,3.9,3.8,3
Go Mini,13.1,26.5,304.0,38.97,4.2,4.1,3
Premier Sedan,11.6,23.5,78.0,15.45,4.2,4.5,0
Auto,14.0,26.6,963.0,9.44,4.3,4.4,3
Bike,2.1,18.1,360.0,44.11,4.3,4.7,0
Auto,14.2,43.2,234.0,45.16,4.4,3.6,0
Bike,5.9,36.3,826.0,43.84,4.6,3.8,1
Go Mini,10.2,41.5,1308.0,14.16,4.6,4.7,3
Go Mini,2.3,23.9,365.0,3.77,4.6,4.3,1
Go Sedan,12.8,42.8,621.0,14.22,4.2,4.6,4
Premier Sedan,14.1,36.9,176.0,30.2,4.3,4.7,4
Bike,12.9,41.9,766.0,49.14,4.2,4.5,4
Uber XL,4.5,36.4,765.0,2.57,3.3,4.3,0
Premier Sedan,8.7,15.3,1023.0,2.93,4.3,3.9,3
Go Mini,14.9,24.7,213.0,43.6,3.6,4.5,1
Auto,10.1,25.1,328.0,34.35,4.2,4.9,3
Go Mini,5.0,31.8,1266.0,12.66,4.6,4.2,3
Bike,2.7,41.3,391.0,24.13,4.6,4.6,3
Go Sedan,10.3,32.3,369.0,3.48,4.7,3.9,3
Premier Sedan,13.4,19.7,303.0,6.4,4.3,4.5,0
Bike,12.3,18.5,214.0,16.2,4.1,4.2,3
Bike,9.2,33.6,970.0,24.03,4.7,4.7,0
Premier Sedan,4.8,43.2,126.0,17.43,3.9,4.3,0
eBike,7.2,38.2,1299.0,19.32,4.3,4.9,0
Go Mini,11.1,16.8,347.0,7.48,4.2,4.4,3
Bike,3.6,31.3,472.0,30.03,4.2,4.6,0
Go Mini,11.8,15.5,795.0,22.4,4.2,4.6,3
Go Mini,14.7,44.9,313.0,28.45,4.3,4.7,0
Uber XL,11.1,34.0,880.0,31.48,4.2,4.9,4
Bike,3.5,26.3,622.0,25.69,3.4,4.8,2
Auto,12.9,43.5,98.0,24.02,4.3,4.9,3
Uber XL,14.3,32.1,803.0,24.31,3.7,4.8,0
Auto,4.9,36.1,2482.0,39.14,4.8,3.1,0
Auto,6.1,33.3,670.0,23.6,4.3,5.0,2
Premier Sedan,4.9,29.6,493.0,27.37,4.6,5.0,3
Go Mini,9.4,43.2,889.0,24.13,4.3,4.2,1
Premier Sedan,12.3,38.6,211.0,5.55,4.6,3.7,0
Go Mini,2.1,24.9,889.0,24.4,4.1,4.9,3
Auto,9.4,35.1,492.0,38.51,4.8,4.6,3
Auto,10.5,19.9,126.0,19.0,4.2,5.0,2
Go Mini,4.9,25.7,1892.0,30.03,4.3,4.6,3
Bike,2.4,20.9,1348.0,45.6,4.3,4.7,2
Go Sedan,2.9,26.6,662.0,38.69,4.3,4.3,4
Bike,11.6,42.7,410.0,2.65,4.2,4.6,3
Bike,2.1,41.2,485.0,17.89,4.6,4.2,0
Bike,13.2,21.4,443.0,33.56,4.2,3.7,0
Go Mini,3.5,27.5,400.0,40.58,5.0,4.8,3
Go Mini,9.5,15.1,326.0,37.61,3.9,4.9,0
Go Sedan,3.6,15.8,877.0,14.37,4.6,4.5,4
Go Mini,5.3,34.5,463.0,23.82,3.8,4.6,1
Auto,11.6,32.0,322.0,2.17,4.0,4.8,4
Auto,3.0,20.9,1360.0,24.78,4.9,4.4,1
Go Sedan,13.6,29.1,129.0,30.46,4.1,4.1,3
Bike,13.0,42.6,1834.0,4.95,3.8,4.6,0
Auto,2.2,33.7,540.0,13.57,5.0,4.5,0
Go Sedan,9.2,19.4,805.0,34.74,4.5,3.7,0
Go Sedan,11.0,25.6,263.0,43.91,4.2,3.3,3
Bike,14.1,44.6,344.0,26.87,3.8,3.8,3
Uber XL,6.9,24.3,95.0,8.96,4.3,4.4,2
Bike,10.0,25.9,333.0,2.19,4.5,4.2,3
Uber XL,7.0,41.5,284.0,42.2,4.4,4.9,3
Go Mini,3.3,30.4,107.0,47.69,4.6,4.6,0
Go Mini,13.9,25.7,56.0,36.53,4.4,4.6,1
Bike,12.3,32.4,616.0,21.61,4.2,4.2,3
Auto,5.7,16.0,108.0,39.35,4.1,4.7,3
Go Sedan,9.9,27.1,930.0,30.01,4.6,4.2,3
Go Mini,3.0,17.2,397.0,43.76,4.2,3.1,3
Bike,13.6,37.8,202.0,2.82,4.3,4.3,4
Go Mini,3.9,33.2,212.0,24.32,4.3,4.3,3
Auto,4.4,33.8,113.0,38.79,4.2,4.6,3
Go Mini,9.5,31.7,901.0,37.11,5.0,4.3,1
Bike,4.8,18.9,474.0,7.82,3.9,3.4,3
Auto,14.4,38.1,78.0,14.25,4.0,4.3,2
Go Sedan,7.6,27.4,371.0,48.13,4.3,3.9,0
Go Mini,9.6,24.9,153.0,7.58,3.6,3.3,3
eBike,2.2,40.7,1376.0,25.99,3.9,4.1,3
Auto,14.6,38.3,239.0,23.95,3.5,4.6,4
Go Sedan,7.7,23.2,228.0,14.4,4.3,5.0,0
Auto,7.3,31.6,287.0,45.33,4.0,4.9,3
Go Sedan,9.0,28.3,814.0,38.79,4.9,4.6,4
Bike,6.1,18.5,720.0,23.79,4.3,5.0,3
Go Mini,5.2,25.5,261.0,45.85,5.0,4.6,0
Auto,14.6,42.2,277.0,23.91,4.5,4.7,0
Go Sedan,8.9,22.5,895.0,45.58,4.2,4.3,4
Auto,12.5,29.2,634.0,3.44,4.2,4.3,1
Go Sedan,8.0,15.2,72.0,24.64,4.5,4.9,0
Bike,11.2,15.6,711.0,25.1,4.1,4.2,3
Auto,11.7,34.7,961.0,46.56,4.4,3.3,3
Auto,8.0,34.5,1021.0,49.07,4.4,4.2,3
Premier Sedan,2.8,44.4,403.0,2.52,4.3,3.7,4
Go Mini,7.4,28.6,390.0,8.41,4.3,4.6,3
Go Mini,4.3,17.0,399.0,40.92,4.9,4.2,1
Bike,9.9,31.4,239.0,19.05,3.8,5.0,0
Premier Sedan,4.1,21.7,311.0,44.41,4.3,4.9,3
Go Sedan,3.0,25.6,702.0,39.24,4.1,5.0,0
Bike,12.7,23.4,176.0,37.98,5.0,4.8,3
Go Mini,13.5,35.6,343.0,45.21,4.6,4.4,0
Go Mini,3.7,21.8,109.0,28.66,3.7,4.6,3
Go Mini,11.4,28.9,675.0,28.96,4.5,4.6,3
Bike,3.8,30.2,69.0,27.3,4.9,4.6,4
Go Mini,3.5,37.8,422.0,6.05,4.2,4.4,3
Go Mini,9.3,31.3,749.0,30.01,5.0,4.3,4
Go Sedan,3.5,19.0,803.0,11.48,4.2,4.6,3
Bike,12.7,43.1,475.0,27.04,3.8,4.9,3
Auto,5.6,31.7,481.0,31.59,4.1,3.9,0
Go Sedan,9.2,40.7,154.0,47.88,4.7,4.2,3
Go Mini,12.4,36.6,595.0,39.72,3.9,5.0,0
Go Mini,10.2,29.8,689.0,27.72,3.1,3.9,1
Go Sedan,7.3,41.1,650.0,6.35,4.2,3.5,1
eBike,9.4,33.1,289.0,5.07,4.2,3.7,4
Bike,5.6,44.6,192.0,34.93,4.3,4.6,3
Go Mini,7.4,33.6,322.0,39.84,3.8,4.9,3
Premier Sedan,3.7,15.8,714.0,13.22,4.4,4.9,3
Bike,6.2,33.9,161.0,15.53,4.3,4.5,0
Go Mini,12.9,22.8,504.0,19.09,3.9,3.3,0
Bike,14.3,27.7,830.0,29.35,4.5,4.1,0
Bike,3.7,40.2,694.0,9.93,4.3,4.3,1
Bike,13.9,28.2,617.0,26.69,4.2,4.7,4
Go Mini,6.3,40.9,191.0,4.96,4.4,4.8,3
Go Mini,2.5,31.2,208.0,16.6,4.9,5.0,1
Bike,9.8,15.4,921.0,12.98,4.9,4.7,3
Auto,6.0,26.2,722.0,23.48,3.8,4.5,3
Auto,10.9,26.0,98.0,37.18,4.5,3.3,3
Premier Sedan,6.9,36.9,79.0,27.66,4.6,4.6,3
Auto,6.2,28.3,1269.0,19.72,4.6,4.2,4
Bike,2.0,26.7,1705.0,27.32,4.3,4.9,3
Auto,12.3,29.0,738.0,22.43,4.7,4.1,4
Bike,7.6,32.9,152.0,45.47,4.1,4.9,2
Go Mini,5.6,27.6,494.0,28.03,4.3,4.1,0
Bike,3.2,41.7,821.0,42.41,4.1,4.3,2
Go Mini,12.9,16.4,352.0,30.18,4.2,4.4,3
Bike,9.1,31.7,588.0,25.91,3.9,4.4,1
Go Sedan,12.3,30.7,141.0,14.02,3.7,4.9,3
Go Mini,8.2,26.9,960.0,43.38,4.1,4.4,0
Premier Sedan,13.4,24.3,67.0,23.13,3.7,3.5,3
Go Sedan,8.6,27.6,310.0,49.18,4.7,3.3,3
Premier Sedan,3.6,23.7,486.0,16.41,4.3,4.3,3
Premier Sedan,6.1,33.8,287.0,32.32,3.7,4.6,3
Auto,13.7,19.9,666.0,2.04,4.6,4.5,3
Go Sedan,8.5,15.9,1042.0,43.04,4.2,4.2,0
Go Mini,5.0,22.6,82.0,19.47,5.0,4.2,3
Bike,9.3,22.4,830.0,10.44,4.3,4.7,0
Auto,8.1,36.6,127.0,14.24,4.2,4.3,0
Uber XL,8.2,37.0,1997.0,25.96,3.7,4.3,3
Auto,3.3,44.3,410.0,21.73,4.3,5.0,1
Premier Sedan,11.1,21.7,304.0,25.99,4.2,4.6,0
Go Sedan,9.5,20.4,176.0,38.09,4.1,3.1,4
Premier Sedan,9.7,28.5,563.0,11.91,4.2,4.2,3
Auto,4.4,22.2,416.0,12.45,4.6,4.0,2
Auto,5.6,24.2,337.0,37.53,3.7,4.3,0
Auto,12.4,22.7,661.0,22.51,4.4,4.2,4
Go Sedan,6.0,42.5,1431.0,14.35,4.0,4.4,4
Bike,9.9,19.2,408.0,20.02,4.3,3.8,3
Auto,2.4,37.8,141.0,25.4,4.2,4.9,3
Auto,3.4,25.8,617.0,12.87,4.3,4.2,3
Go Sedan,4.8,15.4,145.0,17.75,3.4,4.2,1
Bike,7.9,15.9,387.0,8.02,4.1,4.4,3
Go Sedan,5.5,26.1,162.0,29.52,4.7,4.3,4
Premier Sedan,7.5,40.2,347.0,17.39,4.9,4.6,3
Go Mini,3.6,17.1,92.0,16.61,4.7,4.3,2
Bike,14.6,37.7,787.0,46.01,5.0,4.6,1
Go Mini,10.6,41.9,201.0,5.17,4.5,4.2,3
Bike,7.0,35.4,510.0,23.8,5.0,5.0,3
Go Mini,10.9,44.6,179.0,30.99,4.4,4.5,3
